global_frame_index,row_index,column_index,frame_path,frame_path_os,source_layer_paths,image_size,visible_bbox,bbox_w,bbox_h,bbox_center,feet_base_y,alpha_coverage,blank,partial_or_cut_off,full_body_heuristic_score,anchor_point,notes
2152,43,2,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c02.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c02.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[40, 66, 100, 158]",60,92,"[70.0, 112.0]",158.0,12.45935,False,False,0.4,"[70.0, 158.0]",
2153,43,3,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c03.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c03.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[89, 83, 129, 185]",40,102,"[109.0, 134.0]",185.0,11.149225,False,False,1.0,"[109.0, 185.0]",
2154,43,4,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c04.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c04.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[90, 91, 132, 184]",42,93,"[111.0, 137.5]",184.0,10.4083,False,False,0.4,"[111.0, 184.0]",
2155,43,5,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c05.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c05.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[81, 69, 133, 183]",52,114,"[107.0, 126.0]",183.0,12.605575,False,False,1.0,"[107.0, 183.0]",
2156,43,6,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c06.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c06.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[102, 39, 145, 140]",43,101,"[123.5, 89.5]",140.0,11.6011,False,False,1.0,"[123.5, 140.0]",
2157,43,7,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c07.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c07.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[103, 33, 151, 140]",48,107,"[127.0, 86.5]",140.0,12.178975,False,False,1.0,"[127.0, 140.0]",
2158,43,8,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c08.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c08.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[94, 56, 143, 140]",49,84,"[118.5, 98.0]",140.0,10.075825,False,False,0.4,"[118.5, 140.0]",
2159,43,9,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c09.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c09.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[103, 70, 160, 168]",57,98,"[131.5, 119.0]",168.0,12.6506,False,False,0.4,"[131.5, 168.0]",
2160,43,10,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c10.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c10.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[103, 76, 165, 167]",62,91,"[134.0, 121.5]",167.0,12.58085,False,False,0.4,"[134.0, 167.0]",
2161,43,11,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c11.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c11.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[95, 65, 158, 167]",63,102,"[126.5, 116.0]",167.0,12.4342,False,False,1.0,"[126.5, 167.0]",
2162,43,12,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c12.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c12.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[43, 54, 101, 139]",58,85,"[72.0, 96.5]",139.0,11.325475,False,False,0.4,"[72.0, 139.0]",
2163,43,13,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c13.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c13.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[37, 47, 101, 139]",64,92,"[69.0, 93.0]",139.0,11.843825,False,False,0.4,"[69.0, 139.0]",
2164,43,14,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c14.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c14.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[44, 60, 109, 139]",65,79,"[76.5, 99.5]",139.0,10.09145,False,False,0.4,"[76.5, 139.0]",
2165,43,15,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c15.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c15.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[59, 84, 101, 182]",42,98,"[80.0, 133.0]",182.0,11.1252,False,False,0.4,"[80.0, 182.0]",
2166,43,16,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c16.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c16.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[51, 90, 101, 182]",50,92,"[76.0, 136.0]",182.0,10.68855,False,False,0.4,"[76.0, 182.0]",
2167,43,17,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c17.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c17.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[61, 70, 111, 182]",50,112,"[86.0, 126.0]",182.0,12.3682,False,False,1.0,"[86.0, 182.0]",
2168,43,18,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c18.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r43_c18.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[86, 60, 117, 148]",31,88,"[101.5, 104.0]",148.0,9.5886,False,False,0.4,"[101.5, 148.0]",
